Gene,p_value,odds_ratio,n_strong_present,n_weak_present,p_adj,Direction
group_3427,0.1372549019607843,0,0,2,1,Enriched in Weak
group_3426,0.1372549019607843,0,0,2,1,Enriched in Weak
group_3420,0.1372549019607843,0,0,2,1,Enriched in Weak
group_3378,0.1372549019607843,0,0,2,1,Enriched in Weak
group_3371,0.1372549019607843,0,0,2,1,Enriched in Weak
group_3363,0.1372549019607843,0,0,2,1,Enriched in Weak
group_3342,0.1372549019607843,0,0,2,1,Enriched in Weak
rhsC,1,0.617938384006611,1,1,1,No difference
gpFI_2,0.1372549019607843,0,0,2,1,Enriched in Weak
group_3273,0.1372549019607843,0,0,2,1,Enriched in Weak
group_3240,1,0.617938384006611,1,1,1,No difference
group_2870,1,0.617938384006611,1,1,1,No difference
group_2852,1,0.617938384006611,1,1,1,No difference
group_2704,1,0.617938384006611,1,1,1,No difference
group_2325,1,0.617938384006611,1,1,1,No difference
group_2269,1,0.617938384006611,1,1,1,No difference
group_2149,1,0.617938384006611,1,1,1,No difference
crcB_1,1,0.617938384006611,1,1,1,No difference
group_1924,1,0.617938384006611,1,1,1,No difference
group_1744,1,0.617938384006611,1,1,1,No difference
group_1646,0.1372549019607843,0,0,2,1,Enriched in Weak
group_1384,1,0.617938384006611,1,1,1,No difference
group_1030,1,0.617938384006611,1,1,1,No difference
group_655,0.496732026143791,Inf,2,0,1,Enriched in Strong
group_418,0.1372549019607843,0,0,2,1,Enriched in Weak
group_284,1,0.617938384006611,1,1,1,No difference
group_125,1,0.617938384006611,1,1,1,No difference
group_4351,0.3888888888888889,0,0,1,1,Enriched in Weak
group_4350,0.3888888888888889,0,0,1,1,Enriched in Weak
group_4349,0.3888888888888889,0,0,1,1,Enriched in Weak
group_4347,0.3888888888888889,0,0,1,1,Enriched in Weak
group_4328,0.3888888888888889,0,0,1,1,Enriched in Weak
group_4327,0.3888888888888889,0,0,1,1,Enriched in Weak
group_4326,0.3888888888888889,0,0,1,1,Enriched in Weak
group_4325,0.3888888888888889,0,0,1,1,Enriched in Weak
group_4324,0.3888888888888889,0,0,1,1,Enriched in Weak
group_4323,0.3888888888888889,0,0,1,1,Enriched in Weak
group_4322,0.3888888888888889,0,0,1,1,Enriched in Weak
group_4321,0.3888888888888889,0,0,1,1,Enriched in Weak
group_4320,0.3888888888888889,0,0,1,1,Enriched in Weak
group_4319,0.3888888888888889,0,0,1,1,Enriched in Weak
group_4318,0.3888888888888889,0,0,1,1,Enriched in Weak
group_4317,0.3888888888888889,0,0,1,1,Enriched in Weak
group_4315,0.3888888888888889,0,0,1,1,Enriched in Weak
group_4314,0.3888888888888889,0,0,1,1,Enriched in Weak
group_4312,0.3888888888888889,0,0,1,1,Enriched in Weak
group_4311,0.3888888888888889,0,0,1,1,Enriched in Weak
group_4310,0.3888888888888889,0,0,1,1,Enriched in Weak
group_4309,0.3888888888888889,0,0,1,1,Enriched in Weak
group_4308,0.3888888888888889,0,0,1,1,Enriched in Weak
group_4307,0.3888888888888889,0,0,1,1,Enriched in Weak
group_4306,0.3888888888888889,0,0,1,1,Enriched in Weak
group_4305,0.3888888888888889,0,0,1,1,Enriched in Weak
group_4304,0.3888888888888889,0,0,1,1,Enriched in Weak
group_4303,0.3888888888888889,0,0,1,1,Enriched in Weak
group_4302,0.3888888888888889,0,0,1,1,Enriched in Weak
group_4301,0.3888888888888889,0,0,1,1,Enriched in Weak
emrE,0.3888888888888889,0,0,1,1,Enriched in Weak
group_4300,0.3888888888888889,0,0,1,1,Enriched in Weak
group_4299,0.3888888888888889,0,0,1,1,Enriched in Weak
group_4296,0.3888888888888889,0,0,1,1,Enriched in Weak
group_4295,0.3888888888888889,0,0,1,1,Enriched in Weak
group_4294,0.3888888888888889,0,0,1,1,Enriched in Weak
yheS_1,0.3888888888888889,0,0,1,1,Enriched in Weak
group_4293,0.3888888888888889,0,0,1,1,Enriched in Weak
group_4292,0.3888888888888889,0,0,1,1,Enriched in Weak
group_4291,0.3888888888888889,0,0,1,1,Enriched in Weak
group_4290,0.3888888888888889,0,0,1,1,Enriched in Weak
group_4289,0.3888888888888889,0,0,1,1,Enriched in Weak
group_4288,0.3888888888888889,0,0,1,1,Enriched in Weak
group_4287,0.3888888888888889,0,0,1,1,Enriched in Weak
group_4286,0.3888888888888889,0,0,1,1,Enriched in Weak
group_4285,0.3888888888888889,0,0,1,1,Enriched in Weak
group_4284,0.3888888888888889,0,0,1,1,Enriched in Weak
group_4283,0.3888888888888889,0,0,1,1,Enriched in Weak
group_4282,0.3888888888888889,0,0,1,1,Enriched in Weak
group_4281,0.3888888888888889,0,0,1,1,Enriched in Weak
group_4280,0.3888888888888889,0,0,1,1,Enriched in Weak
group_4279,0.3888888888888889,0,0,1,1,Enriched in Weak
group_4278,0.3888888888888889,0,0,1,1,Enriched in Weak
group_4277,0.3888888888888889,0,0,1,1,Enriched in Weak
group_4276,0.3888888888888889,0,0,1,1,Enriched in Weak
group_4275,0.3888888888888889,0,0,1,1,Enriched in Weak
hxpA_2,0.3888888888888889,0,0,1,1,Enriched in Weak
acrE,0.3888888888888889,0,0,1,1,Enriched in Weak
group_4252,0.3888888888888889,0,0,1,1,Enriched in Weak
group_4245,0.3888888888888889,0,0,1,1,Enriched in Weak
group_3783,1,Inf,1,0,1,Enriched in Strong
group_3767,1,Inf,1,0,1,Enriched in Strong
group_3737,1,Inf,1,0,1,Enriched in Strong
group_3696,0.3888888888888889,0,0,1,1,Enriched in Weak
group_3669,0.3888888888888889,0,0,1,1,Enriched in Weak
group_3666,0.3888888888888889,0,0,1,1,Enriched in Weak
intA_3,0.3888888888888889,0,0,1,1,Enriched in Weak
group_3616,0.3888888888888889,0,0,1,1,Enriched in Weak
group_3591,0.3888888888888889,0,0,1,1,Enriched in Weak
group_3571,0.3888888888888889,0,0,1,1,Enriched in Weak
group_3570,0.3888888888888889,0,0,1,1,Enriched in Weak
group_3556,0.3888888888888889,0,0,1,1,Enriched in Weak
group_3539,0.3888888888888889,0,0,1,1,Enriched in Weak
group_3510,0.3888888888888889,0,0,1,1,Enriched in Weak
group_3507,0.3888888888888889,0,0,1,1,Enriched in Weak
group_3504,0.3888888888888889,0,0,1,1,Enriched in Weak
group_3500,0.3888888888888889,0,0,1,1,Enriched in Weak
group_3471,0.3888888888888889,0,0,1,1,Enriched in Weak
group_3468,0.3888888888888889,0,0,1,1,Enriched in Weak
group_3458,0.3888888888888889,0,0,1,1,Enriched in Weak
group_3453,0.3888888888888889,0,0,1,1,Enriched in Weak
group_3443,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2888,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2887,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2883,1,Inf,1,0,1,Enriched in Strong
group_2882,1,Inf,1,0,1,Enriched in Strong
group_2878,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2877,1,Inf,1,0,1,Enriched in Strong
group_2876,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2875,1,Inf,1,0,1,Enriched in Strong
group_2871,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2869,1,Inf,1,0,1,Enriched in Strong
group_2865,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2861,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2856,1,Inf,1,0,1,Enriched in Strong
group_2838,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2835,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2832,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2829,1,Inf,1,0,1,Enriched in Strong
group_2827,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2826,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2819,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2817,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2816,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2810,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2798,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2793,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2786,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2777,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2776,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2775,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2770,1,Inf,1,0,1,Enriched in Strong
group_2768,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2765,1,Inf,1,0,1,Enriched in Strong
group_2764,1,Inf,1,0,1,Enriched in Strong
group_2759,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2749,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2748,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2736,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2728,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2726,1,Inf,1,0,1,Enriched in Strong
group_2725,1,Inf,1,0,1,Enriched in Strong
group_2719,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2714,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2713,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2712,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2699,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2694,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2690,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2678,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2661,1,Inf,1,0,1,Enriched in Strong
group_2659,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2658,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2657,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2656,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2649,1,Inf,1,0,1,Enriched in Strong
group_2644,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2643,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2634,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2633,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2620,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2604,1,Inf,1,0,1,Enriched in Strong
group_2603,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2602,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2597,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2596,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2592,1,Inf,1,0,1,Enriched in Strong
group_2585,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2584,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2583,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2582,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2577,1,Inf,1,0,1,Enriched in Strong
group_2576,1,Inf,1,0,1,Enriched in Strong
group_2561,1,Inf,1,0,1,Enriched in Strong
group_2558,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2557,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2548,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2547,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2543,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2537,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2536,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2532,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2519,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2499,1,Inf,1,0,1,Enriched in Strong
group_2494,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2493,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2490,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2479,1,Inf,1,0,1,Enriched in Strong
group_2476,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2466,1,Inf,1,0,1,Enriched in Strong
group_2438,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2436,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2435,1,Inf,1,0,1,Enriched in Strong
group_2428,1,Inf,1,0,1,Enriched in Strong
group_2425,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2407,1,Inf,1,0,1,Enriched in Strong
group_2395,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2391,1,Inf,1,0,1,Enriched in Strong
group_2386,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2383,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2376,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2375,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2374,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2369,1,Inf,1,0,1,Enriched in Strong
group_2364,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2363,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2355,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2353,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2344,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2333,1,Inf,1,0,1,Enriched in Strong
group_2327,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2302,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2301,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2300,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2299,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2297,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2267,1,Inf,1,0,1,Enriched in Strong
group_2244,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2241,1,Inf,1,0,1,Enriched in Strong
group_2233,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2232,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2219,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2204,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2202,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2184,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2183,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2182,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2170,1,Inf,1,0,1,Enriched in Strong
group_2169,1,Inf,1,0,1,Enriched in Strong
group_2161,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2152,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2144,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2132,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2126,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2111,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2110,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2090,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2089,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2087,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2086,0.3888888888888889,0,0,1,1,Enriched in Weak
yfdG,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2068,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2067,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2066,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2053,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2034,1,Inf,1,0,1,Enriched in Strong
group_2030,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2029,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2025,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2019,0.3888888888888889,0,0,1,1,Enriched in Weak
group_2016,1,Inf,1,0,1,Enriched in Strong
group_1967,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1962,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1955,1,Inf,1,0,1,Enriched in Strong
group_1951,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1940,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1935,1,Inf,1,0,1,Enriched in Strong
group_1930,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1927,1,Inf,1,0,1,Enriched in Strong
group_1908,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1907,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1897,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1896,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1887,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1877,1,Inf,1,0,1,Enriched in Strong
group_1873,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1867,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1857,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1848,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1838,1,Inf,1,0,1,Enriched in Strong
group_1825,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1824,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1823,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1817,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1807,1,Inf,1,0,1,Enriched in Strong
group_1800,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1799,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1785,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1784,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1775,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1754,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1753,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1752,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1746,1,Inf,1,0,1,Enriched in Strong
group_1732,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1728,1,Inf,1,0,1,Enriched in Strong
group_1723,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1714,1,Inf,1,0,1,Enriched in Strong
group_1702,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1694,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1683,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1673,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1668,1,Inf,1,0,1,Enriched in Strong
group_1664,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1657,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1650,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1649,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1635,1,Inf,1,0,1,Enriched in Strong
group_1622,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1620,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1614,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1570,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1556,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1551,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1539,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1532,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1524,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1503,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1502,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1497,1,Inf,1,0,1,Enriched in Strong
group_1496,1,Inf,1,0,1,Enriched in Strong
group_1495,0.3888888888888889,0,0,1,1,Enriched in Weak
hifA,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1483,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1475,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1474,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1469,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1468,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1467,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1466,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1465,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1454,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1449,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1445,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1439,1,Inf,1,0,1,Enriched in Strong
group_1436,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1407,0.3888888888888889,0,0,1,1,Enriched in Weak
bvgA_3,0.3888888888888889,0,0,1,1,Enriched in Weak
bvgA_1,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1392,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1373,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1372,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1366,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1361,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1360,1,Inf,1,0,1,Enriched in Strong
group_1356,1,Inf,1,0,1,Enriched in Strong
group_1344,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1329,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1313,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1311,0.3888888888888889,0,0,1,1,Enriched in Weak
uhpA,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1272,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1266,0.3888888888888889,0,0,1,1,Enriched in Weak
rcsB_3,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1241,0.3888888888888889,0,0,1,1,Enriched in Weak
faeE,0.3888888888888889,0,0,1,1,Enriched in Weak
nucS,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1218,0.3888888888888889,0,0,1,1,Enriched in Weak
sdiA,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1202,1,Inf,1,0,1,Enriched in Strong
group_1189,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1188,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1184,1,Inf,1,0,1,Enriched in Strong
group_1173,1,Inf,1,0,1,Enriched in Strong
group_1165,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1152,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1151,0.3888888888888889,0,0,1,1,Enriched in Weak
bdcA_1,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1129,0.3888888888888889,0,0,1,1,Enriched in Weak
group_1118,0.3888888888888889,0,0,1,1,Enriched in Weak
