Gene,Freq,Category,IsNamed,InSixtyLake,InConnessPond,PondPattern
pucI_2,18,Core,TRUE,TRUE,TRUE,Both ponds
ccoN1_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_331,18,Core,FALSE,TRUE,TRUE,Both ponds
murC,18,Core,TRUE,TRUE,TRUE,Both ponds
phrB_2,18,Core,TRUE,TRUE,TRUE,Both ponds
group_328,18,Core,FALSE,TRUE,TRUE,Both ponds
gatB,18,Core,TRUE,TRUE,TRUE,Both ponds
aldHT,18,Core,TRUE,TRUE,TRUE,Both ponds
group_327,18,Core,FALSE,TRUE,TRUE,Both ponds
fliC,18,Core,TRUE,TRUE,TRUE,Both ponds
cat,18,Core,TRUE,TRUE,TRUE,Both ponds
group_326,18,Core,FALSE,TRUE,TRUE,Both ponds
group_325,18,Core,FALSE,TRUE,TRUE,Both ponds
group_324,18,Core,FALSE,TRUE,TRUE,Both ponds
ttgF,18,Core,TRUE,TRUE,TRUE,Both ponds
group_323,18,Core,FALSE,TRUE,TRUE,Both ponds
pykA,18,Core,TRUE,TRUE,TRUE,Both ponds
cobQ,18,Core,TRUE,TRUE,TRUE,Both ponds
alsT,18,Core,TRUE,TRUE,TRUE,Both ponds
trkI,18,Core,TRUE,TRUE,TRUE,Both ponds
rng,18,Core,TRUE,TRUE,TRUE,Both ponds
algX,18,Core,TRUE,TRUE,TRUE,Both ponds
ttgC_1,18,Core,TRUE,TRUE,TRUE,Both ponds
algA_2,18,Core,TRUE,TRUE,TRUE,Both ponds
xylB_2,18,Core,TRUE,TRUE,TRUE,Both ponds
betB_2,18,Core,TRUE,TRUE,TRUE,Both ponds
murE,18,Core,TRUE,TRUE,TRUE,Both ponds
nuoN,18,Core,TRUE,TRUE,TRUE,Both ponds
amn,18,Core,TRUE,TRUE,TRUE,Both ponds
dan,18,Core,TRUE,TRUE,TRUE,Both ponds
gap2,18,Core,TRUE,TRUE,TRUE,Both ponds
group_318,18,Core,FALSE,TRUE,TRUE,Both ponds
astD,18,Core,TRUE,TRUE,TRUE,Both ponds
sasA_12,18,Core,TRUE,TRUE,TRUE,Both ponds
algD,18,Core,TRUE,TRUE,TRUE,Both ponds
zwf_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_317,18,Core,FALSE,TRUE,TRUE,Both ponds
ubiD,18,Core,TRUE,TRUE,TRUE,Both ponds
ttgC_2,18,Core,TRUE,TRUE,TRUE,Both ponds
rhlB_1,18,Core,TRUE,TRUE,TRUE,Both ponds
der,18,Core,TRUE,TRUE,TRUE,Both ponds
guaB,18,Core,TRUE,TRUE,TRUE,Both ponds
sasA_4,18,Core,TRUE,TRUE,TRUE,Both ponds
betB_1,18,Core,TRUE,TRUE,TRUE,Both ponds
oprM_5,18,Core,TRUE,TRUE,TRUE,Both ponds
norR_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_313,18,Core,FALSE,TRUE,TRUE,Both ponds
norG_4,18,Core,TRUE,TRUE,TRUE,Both ponds
group_311,18,Core,FALSE,TRUE,TRUE,Both ponds
sctC_1,18,Core,TRUE,TRUE,TRUE,Both ponds
nusA,18,Core,TRUE,TRUE,TRUE,Both ponds
group_309,18,Core,FALSE,TRUE,TRUE,Both ponds
gltX,18,Core,TRUE,TRUE,TRUE,Both ponds
trpE,18,Core,TRUE,TRUE,TRUE,Both ponds
prpD,18,Core,TRUE,TRUE,TRUE,Both ponds
rbsA_3,18,Core,TRUE,TRUE,TRUE,Both ponds
group_306,18,Core,FALSE,TRUE,TRUE,Both ponds
group_305,18,Core,FALSE,TRUE,TRUE,Both ponds
pucI_3,18,Core,TRUE,TRUE,TRUE,Both ponds
feaB_1,18,Core,TRUE,TRUE,TRUE,Both ponds
algE,18,Core,TRUE,TRUE,TRUE,Both ponds
group_303,18,Core,FALSE,TRUE,TRUE,Both ponds
pepA,18,Core,TRUE,TRUE,TRUE,Both ponds
group_302,18,Core,FALSE,TRUE,TRUE,Both ponds
group_301,18,Core,FALSE,TRUE,TRUE,Both ponds
group_300,18,Core,FALSE,TRUE,TRUE,Both ponds
puuC,18,Core,TRUE,TRUE,TRUE,Both ponds
malT_2,18,Core,TRUE,TRUE,TRUE,Both ponds
comM,18,Core,TRUE,TRUE,TRUE,Both ponds
group_299,18,Core,FALSE,TRUE,TRUE,Both ponds
bauC_2,18,Core,TRUE,TRUE,TRUE,Both ponds
steT_1,18,Core,TRUE,TRUE,TRUE,Both ponds
araG_1,18,Core,TRUE,TRUE,TRUE,Both ponds
kaiC_2,18,Core,TRUE,TRUE,TRUE,Both ponds
proP_4,18,Core,TRUE,TRUE,TRUE,Both ponds
lysU,18,Core,TRUE,TRUE,TRUE,Both ponds
uacT_2,18,Core,TRUE,TRUE,TRUE,Both ponds
ppx,18,Core,TRUE,TRUE,TRUE,Both ponds
purF,18,Core,TRUE,TRUE,TRUE,Both ponds
glpK,18,Core,TRUE,TRUE,TRUE,Both ponds
mqo_2,18,Core,TRUE,TRUE,TRUE,Both ponds
tyrR_2,18,Core,TRUE,TRUE,TRUE,Both ponds
ttgI,18,Core,TRUE,TRUE,TRUE,Both ponds
mdtD_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_295,18,Core,FALSE,TRUE,TRUE,Both ponds
group_294,18,Core,FALSE,TRUE,TRUE,Both ponds
ilvA_1,18,Core,TRUE,TRUE,TRUE,Both ponds
arnT_2,18,Core,TRUE,TRUE,TRUE,Both ponds
algK,18,Core,TRUE,TRUE,TRUE,Both ponds
mmsA_1,18,Core,TRUE,TRUE,TRUE,Both ponds
bmr3,18,Core,TRUE,TRUE,TRUE,Both ponds
group_293,18,Core,FALSE,TRUE,TRUE,Both ponds
dnaA,18,Core,TRUE,TRUE,TRUE,Both ponds
xylB_1,18,Core,TRUE,TRUE,TRUE,Both ponds
adh_1,18,Core,TRUE,TRUE,TRUE,Both ponds
zwf_2,18,Core,TRUE,TRUE,TRUE,Both ponds
lnt,18,Core,TRUE,TRUE,TRUE,Both ponds
fumA,18,Core,TRUE,TRUE,TRUE,Both ponds
araG_2,18,Core,TRUE,TRUE,TRUE,Both ponds
group_291,18,Core,FALSE,TRUE,TRUE,Both ponds
emrB_2,18,Core,TRUE,TRUE,TRUE,Both ponds
nuoM,18,Core,TRUE,TRUE,TRUE,Both ponds
rbsA_2,18,Core,TRUE,TRUE,TRUE,Both ponds
group_290,18,Core,FALSE,TRUE,TRUE,Both ponds
group_289,18,Core,FALSE,TRUE,TRUE,Both ponds
group_288,18,Core,FALSE,TRUE,TRUE,Both ponds
lcfB,18,Core,TRUE,TRUE,TRUE,Both ponds
group_285,18,Core,FALSE,TRUE,TRUE,Both ponds
murJ_2,18,Core,TRUE,TRUE,TRUE,Both ponds
phrB_1,18,Core,TRUE,TRUE,TRUE,Both ponds
glpD,18,Core,TRUE,TRUE,TRUE,Both ponds
phoD_1,18,Core,TRUE,TRUE,TRUE,Both ponds
katB,18,Core,TRUE,TRUE,TRUE,Both ponds
atpA,18,Core,TRUE,TRUE,TRUE,Both ponds
norR_2,18,Core,TRUE,TRUE,TRUE,Both ponds
gabR_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_280,18,Core,FALSE,TRUE,TRUE,Both ponds
rbsA_4,18,Core,TRUE,TRUE,TRUE,Both ponds
araG_3,18,Core,TRUE,TRUE,TRUE,Both ponds
garD,18,Core,TRUE,TRUE,TRUE,Both ponds
emrB_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_277,18,Core,FALSE,TRUE,TRUE,Both ponds
glgA,18,Core,TRUE,TRUE,TRUE,Both ponds
group_276,18,Core,FALSE,TRUE,TRUE,Both ponds
btuD_4,18,Core,TRUE,TRUE,TRUE,Both ponds
group_275,18,Core,FALSE,TRUE,TRUE,Both ponds
ybiT,18,Core,TRUE,TRUE,TRUE,Both ponds
tyrR_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_274,18,Core,FALSE,TRUE,TRUE,Both ponds
group_273,18,Core,FALSE,TRUE,TRUE,Both ponds
ahpF,18,Core,TRUE,TRUE,TRUE,Both ponds
aer,18,Core,TRUE,TRUE,TRUE,Both ponds
clsC,18,Core,TRUE,TRUE,TRUE,Both ponds
yejF_1,18,Core,TRUE,TRUE,TRUE,Both ponds
phoD_2,18,Core,TRUE,TRUE,TRUE,Both ponds
algG,18,Core,TRUE,TRUE,TRUE,Both ponds
group_272,18,Core,FALSE,TRUE,TRUE,Both ponds
group_271,18,Core,FALSE,TRUE,TRUE,Both ponds
guaA,18,Core,TRUE,TRUE,TRUE,Both ponds
group_270,18,Core,FALSE,TRUE,TRUE,Both ponds
group_269,18,Core,FALSE,TRUE,TRUE,Both ponds
group_267,18,Core,FALSE,TRUE,TRUE,Both ponds
glpE_3,18,Core,TRUE,TRUE,TRUE,Both ponds
prfC,18,Core,TRUE,TRUE,TRUE,Both ponds
group_266,18,Core,FALSE,TRUE,TRUE,Both ponds
group_265,18,Core,FALSE,TRUE,TRUE,Both ponds
ycbB,18,Core,TRUE,TRUE,TRUE,Both ponds
group_263,18,Core,FALSE,TRUE,TRUE,Both ponds
dppA_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_262,18,Core,FALSE,TRUE,TRUE,Both ponds
ywrD,18,Core,TRUE,TRUE,TRUE,Both ponds
group_261,18,Core,FALSE,TRUE,TRUE,Both ponds
dppA_2,18,Core,TRUE,TRUE,TRUE,Both ponds
group_259,18,Core,FALSE,TRUE,TRUE,Both ponds
dppA_5,18,Core,TRUE,TRUE,TRUE,Both ponds
dppA_3,18,Core,TRUE,TRUE,TRUE,Both ponds
aruI_2,18,Core,TRUE,TRUE,TRUE,Both ponds
group_257,18,Core,FALSE,TRUE,TRUE,Both ponds
sasA_22,18,Core,TRUE,TRUE,TRUE,Both ponds
betA_2,18,Core,TRUE,TRUE,TRUE,Both ponds
yejF_2,18,Core,TRUE,TRUE,TRUE,Both ponds
pucI_1,18,Core,TRUE,TRUE,TRUE,Both ponds
gapN,18,Core,TRUE,TRUE,TRUE,Both ponds
pitA_1,18,Core,TRUE,TRUE,TRUE,Both ponds
nadB,18,Core,TRUE,TRUE,TRUE,Both ponds
accA_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_255,18,Core,FALSE,TRUE,TRUE,Both ponds
group_254,18,Core,FALSE,TRUE,TRUE,Both ponds
group_253,18,Core,FALSE,TRUE,TRUE,Both ponds
nanT_2,18,Core,TRUE,TRUE,TRUE,Both ponds
group_252,18,Core,FALSE,TRUE,TRUE,Both ponds
group_251,18,Core,FALSE,TRUE,TRUE,Both ponds
group_250,18,Core,FALSE,TRUE,TRUE,Both ponds
yveA,18,Core,TRUE,TRUE,TRUE,Both ponds
group_247,18,Core,FALSE,TRUE,TRUE,Both ponds
mdoD,18,Core,TRUE,TRUE,TRUE,Both ponds
aruI_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_246,18,Core,FALSE,TRUE,TRUE,Both ponds
ctpH,18,Core,TRUE,TRUE,TRUE,Both ponds
dppA_4,18,Core,TRUE,TRUE,TRUE,Both ponds
fadD3,18,Core,TRUE,TRUE,TRUE,Both ponds
group_242,18,Core,FALSE,TRUE,TRUE,Both ponds
mcpP_1,18,Core,TRUE,TRUE,TRUE,Both ponds
ettA_2,18,Core,TRUE,TRUE,TRUE,Both ponds
gsiA,18,Core,TRUE,TRUE,TRUE,Both ponds
group_241,18,Core,FALSE,TRUE,TRUE,Both ponds
fan1,18,Core,TRUE,TRUE,TRUE,Both ponds
pgm,18,Core,TRUE,TRUE,TRUE,Both ponds
alkJ_2,18,Core,TRUE,TRUE,TRUE,Both ponds
group_239,18,Core,FALSE,TRUE,TRUE,Both ponds
treA,18,Core,TRUE,TRUE,TRUE,Both ponds
groL,18,Core,TRUE,TRUE,TRUE,Both ponds
pqiB,18,Core,TRUE,TRUE,TRUE,Both ponds
group_238,18,Core,FALSE,TRUE,TRUE,Both ponds
acsA_2,18,Core,TRUE,TRUE,TRUE,Both ponds
aidB,18,Core,TRUE,TRUE,TRUE,Both ponds
yojI,18,Core,TRUE,TRUE,TRUE,Both ponds
arnT_4,18,Core,TRUE,TRUE,TRUE,Both ponds
arnT_3,18,Core,TRUE,TRUE,TRUE,Both ponds
mqo_1,18,Core,TRUE,TRUE,TRUE,Both ponds
sir,18,Core,TRUE,TRUE,TRUE,Both ponds
actP,18,Core,TRUE,TRUE,TRUE,Both ponds
group_230,18,Core,FALSE,TRUE,TRUE,Both ponds
pgi,18,Core,TRUE,TRUE,TRUE,Both ponds
ettA_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_229,18,Core,FALSE,TRUE,TRUE,Both ponds
ligB,18,Core,TRUE,TRUE,TRUE,Both ponds
group_228,18,Core,FALSE,TRUE,TRUE,Both ponds
rcsC_20,18,Core,TRUE,TRUE,TRUE,Both ponds
pknD_2,18,Core,TRUE,TRUE,TRUE,Both ponds
madA,18,Core,TRUE,TRUE,TRUE,Both ponds
group_226,18,Core,FALSE,TRUE,TRUE,Both ponds
recN,18,Core,TRUE,TRUE,TRUE,Both ponds
deaD,18,Core,TRUE,TRUE,TRUE,Both ponds
yidC,18,Core,TRUE,TRUE,TRUE,Both ponds
mcpP_2,18,Core,TRUE,TRUE,TRUE,Both ponds
leuA,18,Core,TRUE,TRUE,TRUE,Both ponds
group_221,18,Core,FALSE,TRUE,TRUE,Both ponds
mrpD,18,Core,TRUE,TRUE,TRUE,Both ponds
fadD_2,18,Core,TRUE,TRUE,TRUE,Both ponds
aknOx,18,Core,TRUE,TRUE,TRUE,Both ponds
fadD_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_220,18,Core,FALSE,TRUE,TRUE,Both ponds
glcA,18,Core,TRUE,TRUE,TRUE,Both ponds
kdpA_1,18,Core,TRUE,TRUE,TRUE,Both ponds
rpsA,18,Core,TRUE,TRUE,TRUE,Both ponds
tamA,18,Core,TRUE,TRUE,TRUE,Both ponds
QRSL1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_218,18,Core,FALSE,TRUE,TRUE,Both ponds
glnS,18,Core,TRUE,TRUE,TRUE,Both ponds
fadD_3,18,Core,TRUE,TRUE,TRUE,Both ponds
iaaM,18,Core,TRUE,TRUE,TRUE,Both ponds
betA_1,18,Core,TRUE,TRUE,TRUE,Both ponds
kdpA_2,18,Core,TRUE,TRUE,TRUE,Both ponds
gamP,18,Core,TRUE,TRUE,TRUE,Both ponds
recJ,18,Core,TRUE,TRUE,TRUE,Both ponds
shlB_3,18,Core,TRUE,TRUE,TRUE,Both ponds
rcsC_26,18,Core,TRUE,TRUE,TRUE,Both ponds
group_217,18,Core,FALSE,TRUE,TRUE,Both ponds
group_216,18,Core,FALSE,TRUE,TRUE,Both ponds
aceK,18,Core,TRUE,TRUE,TRUE,Both ponds
proS,18,Core,TRUE,TRUE,TRUE,Both ponds
group_215,18,Core,FALSE,TRUE,TRUE,Both ponds
fruA,18,Core,TRUE,TRUE,TRUE,Both ponds
group_214,18,Core,FALSE,TRUE,TRUE,Both ponds
kefC_1,18,Core,TRUE,TRUE,TRUE,Both ponds
rcsC_5,18,Core,TRUE,TRUE,TRUE,Both ponds
poxB,18,Core,TRUE,TRUE,TRUE,Both ponds
bepA_3,18,Core,TRUE,TRUE,TRUE,Both ponds
bacA,18,Core,TRUE,TRUE,TRUE,Both ponds
ggt_1,18,Core,TRUE,TRUE,TRUE,Both ponds
ilvI,18,Core,TRUE,TRUE,TRUE,Both ponds
group_212,18,Core,FALSE,TRUE,TRUE,Both ponds
aspT,18,Core,TRUE,TRUE,TRUE,Both ponds
araC,18,Core,TRUE,TRUE,TRUE,Both ponds
group_209,18,Core,FALSE,TRUE,TRUE,Both ponds
pepV,18,Core,TRUE,TRUE,TRUE,Both ponds
group_208,18,Core,FALSE,TRUE,TRUE,Both ponds
eptC,18,Core,TRUE,TRUE,TRUE,Both ponds
group_207,18,Core,FALSE,TRUE,TRUE,Both ponds
ftsI,18,Core,TRUE,TRUE,TRUE,Both ponds
treZ,18,Core,TRUE,TRUE,TRUE,Both ponds
dsbD,18,Core,TRUE,TRUE,TRUE,Both ponds
group_206,18,Core,FALSE,TRUE,TRUE,Both ponds
gshAB,18,Core,TRUE,TRUE,TRUE,Both ponds
prsD,18,Core,TRUE,TRUE,TRUE,Both ponds
ynbC,18,Core,TRUE,TRUE,TRUE,Both ponds
dipZ,18,Core,TRUE,TRUE,TRUE,Both ponds
kefB,18,Core,TRUE,TRUE,TRUE,Both ponds
dctB_1,18,Core,TRUE,TRUE,TRUE,Both ponds
msbA_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_202,18,Core,FALSE,TRUE,TRUE,Both ponds
sdhA,18,Core,TRUE,TRUE,TRUE,Both ponds
atzF,18,Core,TRUE,TRUE,TRUE,Both ponds
asnB,18,Core,TRUE,TRUE,TRUE,Both ponds
dmdC_2,18,Core,TRUE,TRUE,TRUE,Both ponds
aspS,18,Core,TRUE,TRUE,TRUE,Both ponds
gcl,18,Core,TRUE,TRUE,TRUE,Both ponds
fliF,18,Core,TRUE,TRUE,TRUE,Both ponds
sasA_9,18,Core,TRUE,TRUE,TRUE,Both ponds
group_201,18,Core,FALSE,TRUE,TRUE,Both ponds
dmdC_3,18,Core,TRUE,TRUE,TRUE,Both ponds
nuoC,18,Core,TRUE,TRUE,TRUE,Both ponds
group_197,18,Core,FALSE,TRUE,TRUE,Both ponds
lepA,18,Core,TRUE,TRUE,TRUE,Both ponds
dmdC_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_194,18,Core,FALSE,TRUE,TRUE,Both ponds
group_193,18,Core,FALSE,TRUE,TRUE,Both ponds
kefC_2,18,Core,TRUE,TRUE,TRUE,Both ponds
oadA,18,Core,TRUE,TRUE,TRUE,Both ponds
lpoA,18,Core,TRUE,TRUE,TRUE,Both ponds
group_192,18,Core,FALSE,TRUE,TRUE,Both ponds
ggt_2,18,Core,TRUE,TRUE,TRUE,Both ponds
sasA_10,18,Core,TRUE,TRUE,TRUE,Both ponds
bmrA,18,Core,TRUE,TRUE,TRUE,Both ponds
dap,18,Core,TRUE,TRUE,TRUE,Both ponds
uvrC,18,Core,TRUE,TRUE,TRUE,Both ponds
group_191,18,Core,FALSE,TRUE,TRUE,Both ponds
group_190,18,Core,FALSE,TRUE,TRUE,Both ponds
edd,18,Core,TRUE,TRUE,TRUE,Both ponds
group_189,18,Core,FALSE,TRUE,TRUE,Both ponds
group_188,18,Core,FALSE,TRUE,TRUE,Both ponds
glmS,18,Core,TRUE,TRUE,TRUE,Both ponds
acoR_2,18,Core,TRUE,TRUE,TRUE,Both ponds
sgrR,18,Core,TRUE,TRUE,TRUE,Both ponds
novN,18,Core,TRUE,TRUE,TRUE,Both ponds
ilvD,18,Core,TRUE,TRUE,TRUE,Both ponds
rpoD,18,Core,TRUE,TRUE,TRUE,Both ponds
nuoL,18,Core,TRUE,TRUE,TRUE,Both ponds
group_184,18,Core,FALSE,TRUE,TRUE,Both ponds
group_183,18,Core,FALSE,TRUE,TRUE,Both ponds
group_182,18,Core,FALSE,TRUE,TRUE,Both ponds
group_181,18,Core,FALSE,TRUE,TRUE,Both ponds
group_180,18,Core,FALSE,TRUE,TRUE,Both ponds
appA,18,Core,TRUE,TRUE,TRUE,Both ponds
hscA,18,Core,TRUE,TRUE,TRUE,Both ponds
glpE_2,18,Core,TRUE,TRUE,TRUE,Both ponds
group_178,18,Core,FALSE,TRUE,TRUE,Both ponds
aroB_2,18,Core,TRUE,TRUE,TRUE,Both ponds
group_177,18,Core,FALSE,TRUE,TRUE,Both ponds
secD,18,Core,TRUE,TRUE,TRUE,Both ponds
lplT,18,Core,TRUE,TRUE,TRUE,Both ponds
ppiD,18,Core,TRUE,TRUE,TRUE,Both ponds
group_175,18,Core,FALSE,TRUE,TRUE,Both ponds
cadA_2,18,Core,TRUE,TRUE,TRUE,Both ponds
mnmG,18,Core,TRUE,TRUE,TRUE,Both ponds
mrdA_2,18,Core,TRUE,TRUE,TRUE,Both ponds
pctA_1,18,Core,TRUE,TRUE,TRUE,Both ponds
btuB_6,18,Core,TRUE,TRUE,TRUE,Both ponds
group_174,18,Core,FALSE,TRUE,TRUE,Both ponds
cysNC_2,18,Core,TRUE,TRUE,TRUE,Both ponds
mrdA_1,18,Core,TRUE,TRUE,TRUE,Both ponds
dxs,18,Core,TRUE,TRUE,TRUE,Both ponds
group_172,18,Core,FALSE,TRUE,TRUE,Both ponds
rcsC_29,18,Core,TRUE,TRUE,TRUE,Both ponds
dctB_2,18,Core,TRUE,TRUE,TRUE,Both ponds
kup,18,Core,TRUE,TRUE,TRUE,Both ponds
group_171,18,Core,FALSE,TRUE,TRUE,Both ponds
rhlE_1,18,Core,TRUE,TRUE,TRUE,Both ponds
htpG,18,Core,TRUE,TRUE,TRUE,Both ponds
acoR_1,18,Core,TRUE,TRUE,TRUE,Both ponds
yheS,18,Core,TRUE,TRUE,TRUE,Both ponds
dnaK_2,18,Core,TRUE,TRUE,TRUE,Both ponds
ftsH_1,18,Core,TRUE,TRUE,TRUE,Both ponds
mcpS,18,Core,TRUE,TRUE,TRUE,Both ponds
uup,18,Core,TRUE,TRUE,TRUE,Both ponds
thrS,18,Core,TRUE,TRUE,TRUE,Both ponds
accA1_1,18,Core,TRUE,TRUE,TRUE,Both ponds
estA,18,Core,TRUE,TRUE,TRUE,Both ponds
group_169,18,Core,FALSE,TRUE,TRUE,Both ponds
group_168,18,Core,FALSE,TRUE,TRUE,Both ponds
group_166,18,Core,FALSE,TRUE,TRUE,Both ponds
accA1_2,18,Core,TRUE,TRUE,TRUE,Both ponds
group_165,18,Core,FALSE,TRUE,TRUE,Both ponds
slt,18,Core,TRUE,TRUE,TRUE,Both ponds
iolD,18,Core,TRUE,TRUE,TRUE,Both ponds
group_164,18,Core,FALSE,TRUE,TRUE,Both ponds
iolC,18,Core,TRUE,TRUE,TRUE,Both ponds
acsA_1,18,Core,TRUE,TRUE,TRUE,Both ponds
vgrG1_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_163,18,Core,FALSE,TRUE,TRUE,Both ponds
mdoB_2,18,Core,TRUE,TRUE,TRUE,Both ponds
acs_1,18,Core,TRUE,TRUE,TRUE,Both ponds
macB_3,18,Core,TRUE,TRUE,TRUE,Both ponds
topB,18,Core,TRUE,TRUE,TRUE,Both ponds
group_158,18,Core,FALSE,TRUE,TRUE,Both ponds
group_157,18,Core,FALSE,TRUE,TRUE,Both ponds
dnaG,18,Core,TRUE,TRUE,TRUE,Both ponds
group_155,18,Core,FALSE,TRUE,TRUE,Both ponds
macB_1,18,Core,TRUE,TRUE,TRUE,Both ponds
glgE2,18,Core,TRUE,TRUE,TRUE,Both ponds
ccmF,18,Core,TRUE,TRUE,TRUE,Both ponds
group_150,18,Core,FALSE,TRUE,TRUE,Both ponds
arnA,18,Core,TRUE,TRUE,TRUE,Both ponds
aaeB_1,18,Core,TRUE,TRUE,TRUE,Both ponds
caiT,18,Core,TRUE,TRUE,TRUE,Both ponds
dapL_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_149,18,Core,FALSE,TRUE,TRUE,Both ponds
mltF_2,18,Core,TRUE,TRUE,TRUE,Both ponds
pglF,18,Core,TRUE,TRUE,TRUE,Both ponds
tktA,18,Core,TRUE,TRUE,TRUE,Both ponds
mnmC_2,18,Core,TRUE,TRUE,TRUE,Both ponds
rep_1,18,Core,TRUE,TRUE,TRUE,Both ponds
uvrB,18,Core,TRUE,TRUE,TRUE,Both ponds
rlhA_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_146,18,Core,FALSE,TRUE,TRUE,Both ponds
cyoB,18,Core,TRUE,TRUE,TRUE,Both ponds
rcsC_7,18,Core,TRUE,TRUE,TRUE,Both ponds
vgrG1_3,18,Core,TRUE,TRUE,TRUE,Both ponds
rcsC_8,18,Core,TRUE,TRUE,TRUE,Both ponds
group_142,18,Core,FALSE,TRUE,TRUE,Both ponds
fadH,18,Core,TRUE,TRUE,TRUE,Both ponds
metG,18,Core,TRUE,TRUE,TRUE,Both ponds
group_139,18,Core,FALSE,TRUE,TRUE,Both ponds
group_138,18,Core,FALSE,TRUE,TRUE,Both ponds
ptrB,18,Core,TRUE,TRUE,TRUE,Both ponds
kdpB_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_137,18,Core,FALSE,TRUE,TRUE,Both ponds
tkt,18,Core,TRUE,TRUE,TRUE,Both ponds
stcD,18,Core,TRUE,TRUE,TRUE,Both ponds
group_135,18,Core,FALSE,TRUE,TRUE,Both ponds
btsT,18,Core,TRUE,TRUE,TRUE,Both ponds
recD_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_134,18,Core,FALSE,TRUE,TRUE,Both ponds
group_132,18,Core,FALSE,TRUE,TRUE,Both ponds
recG,18,Core,TRUE,TRUE,TRUE,Both ponds
ruvB_1,18,Core,TRUE,TRUE,TRUE,Both ponds
kdpB_2,18,Core,TRUE,TRUE,TRUE,Both ponds
prc,18,Core,TRUE,TRUE,TRUE,Both ponds
group_131,18,Core,FALSE,TRUE,TRUE,Both ponds
malQ,18,Core,TRUE,TRUE,TRUE,Both ponds
mdoB_1,18,Core,TRUE,TRUE,TRUE,Both ponds
ssaV,18,Core,TRUE,TRUE,TRUE,Both ponds
group_130,18,Core,FALSE,TRUE,TRUE,Both ponds
cntO_3,18,Core,TRUE,TRUE,TRUE,Both ponds
pta,18,Core,TRUE,TRUE,TRUE,Both ponds
pnp,18,Core,TRUE,TRUE,TRUE,Both ponds
fusA,18,Core,TRUE,TRUE,TRUE,Both ponds
group_129,18,Core,FALSE,TRUE,TRUE,Both ponds
spoT,18,Core,TRUE,TRUE,TRUE,Both ponds
FCS1,18,Core,TRUE,TRUE,TRUE,Both ponds
napA,18,Core,TRUE,TRUE,TRUE,Both ponds
btuB_8,18,Core,TRUE,TRUE,TRUE,Both ponds
iutA,18,Core,TRUE,TRUE,TRUE,Both ponds
cntO_5,18,Core,TRUE,TRUE,TRUE,Both ponds
recQ,18,Core,TRUE,TRUE,TRUE,Both ponds
btuB_9,18,Core,TRUE,TRUE,TRUE,Both ponds
flhA,18,Core,TRUE,TRUE,TRUE,Both ponds
mxiA,18,Core,TRUE,TRUE,TRUE,Both ponds
mcpU_1,18,Core,TRUE,TRUE,TRUE,Both ponds
sctC_5,18,Core,TRUE,TRUE,TRUE,Both ponds
mcpU_2,18,Core,TRUE,TRUE,TRUE,Both ponds
fadB,18,Core,TRUE,TRUE,TRUE,Both ponds
fadJ_1,18,Core,TRUE,TRUE,TRUE,Both ponds
glgX,18,Core,TRUE,TRUE,TRUE,Both ponds
group_123,18,Core,FALSE,TRUE,TRUE,Both ponds
group_122,18,Core,FALSE,TRUE,TRUE,Both ponds
aaeB_2,18,Core,TRUE,TRUE,TRUE,Both ponds
glcB,18,Core,TRUE,TRUE,TRUE,Both ponds
paoC,18,Core,TRUE,TRUE,TRUE,Both ponds
yccS,18,Core,TRUE,TRUE,TRUE,Both ponds
uvrD,18,Core,TRUE,TRUE,TRUE,Both ponds
bamA_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_120,18,Core,FALSE,TRUE,TRUE,Both ponds
aroA_1,18,Core,TRUE,TRUE,TRUE,Both ponds
ppk,18,Core,TRUE,TRUE,TRUE,Both ponds
icd_2,18,Core,TRUE,TRUE,TRUE,Both ponds
comEC,18,Core,TRUE,TRUE,TRUE,Both ponds
fpvA_1,18,Core,TRUE,TRUE,TRUE,Both ponds
fcuA_2,18,Core,TRUE,TRUE,TRUE,Both ponds
glgB,18,Core,TRUE,TRUE,TRUE,Both ponds
iorB,18,Core,TRUE,TRUE,TRUE,Both ponds
group_116,18,Core,FALSE,TRUE,TRUE,Both ponds
group_115,18,Core,FALSE,TRUE,TRUE,Both ponds
