Gene,Freq,Category,IsNamed,InSixtyLake,InConnessPond,PondPattern
yfcQ,18,Core,TRUE,TRUE,TRUE,Both ponds
lrp_4,18,Core,TRUE,TRUE,TRUE,Both ponds
nusG,18,Core,TRUE,TRUE,TRUE,Both ponds
coaD,18,Core,TRUE,TRUE,TRUE,Both ponds
rppH,18,Core,TRUE,TRUE,TRUE,Both ponds
lrp_5,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1737,18,Core,FALSE,TRUE,TRUE,Both ponds
decR_2,18,Core,TRUE,TRUE,TRUE,Both ponds
fecI_4,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1736,18,Core,FALSE,TRUE,TRUE,Both ponds
smpB,18,Core,TRUE,TRUE,TRUE,Both ponds
btuE_2,18,Core,TRUE,TRUE,TRUE,Both ponds
msrC,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1735,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1734,18,Core,FALSE,TRUE,TRUE,Both ponds
cheW,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1733,18,Core,FALSE,TRUE,TRUE,Both ponds
slyD,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1729,18,Core,FALSE,TRUE,TRUE,Both ponds
folK_2,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1727,18,Core,FALSE,TRUE,TRUE,Both ponds
gpx1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1726,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1725,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1724,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1718,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1717,18,Core,FALSE,TRUE,TRUE,Both ponds
mreD,18,Core,TRUE,TRUE,TRUE,Both ponds
hcpA_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1716,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1715,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1713,18,Core,FALSE,TRUE,TRUE,Both ponds
psiE,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1712,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1711,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1710,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1709,18,Core,FALSE,TRUE,TRUE,Both ponds
lrp_1,18,Core,TRUE,TRUE,TRUE,Both ponds
hcp1_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1708,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1707,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1706,18,Core,FALSE,TRUE,TRUE,Both ponds
ilvH,18,Core,TRUE,TRUE,TRUE,Both ponds
pal_3,18,Core,TRUE,TRUE,TRUE,Both ponds
iscR,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1705,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1704,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1703,18,Core,FALSE,TRUE,TRUE,Both ponds
purE,18,Core,TRUE,TRUE,TRUE,Both ponds
antB,18,Core,TRUE,TRUE,TRUE,Both ponds
fliY_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1700,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1699,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1698,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1697,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1696,18,Core,FALSE,TRUE,TRUE,Both ponds
sprT,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1695,18,Core,FALSE,TRUE,TRUE,Both ponds
yfcR,18,Core,TRUE,TRUE,TRUE,Both ponds
rsfS,18,Core,TRUE,TRUE,TRUE,Both ponds
srpB,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1693,18,Core,FALSE,TRUE,TRUE,Both ponds
nuoE,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1690,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1689,18,Core,FALSE,TRUE,TRUE,Both ponds
tadA,18,Core,TRUE,TRUE,TRUE,Both ponds
greA_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1687,18,Core,FALSE,TRUE,TRUE,Both ponds
tpx,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1686,18,Core,FALSE,TRUE,TRUE,Both ponds
fecI_5,18,Core,TRUE,TRUE,TRUE,Both ponds
pncC,18,Core,TRUE,TRUE,TRUE,Both ponds
nusB,18,Core,TRUE,TRUE,TRUE,Both ponds
rpsE,18,Core,TRUE,TRUE,TRUE,Both ponds
rplJ,18,Core,TRUE,TRUE,TRUE,Both ponds
pal_2,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1685,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1684,18,Core,FALSE,TRUE,TRUE,Both ponds
ygjP,18,Core,TRUE,TRUE,TRUE,Both ponds
lspA_2,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1680,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1679,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1678,18,Core,FALSE,TRUE,TRUE,Both ponds
nuoJ,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1677,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1676,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1675,18,Core,FALSE,TRUE,TRUE,Both ponds
allA,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1674,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1670,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1669,18,Core,FALSE,TRUE,TRUE,Both ponds
ecfG,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1667,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1666,18,Core,FALSE,TRUE,TRUE,Both ponds
dsbB_2,18,Core,TRUE,TRUE,TRUE,Both ponds
msrA_1,18,Core,TRUE,TRUE,TRUE,Both ponds
pyrR,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1665,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1660,18,Core,FALSE,TRUE,TRUE,Both ponds
ribH2,18,Core,TRUE,TRUE,TRUE,Both ponds
fecI_3,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1659,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1658,18,Core,FALSE,TRUE,TRUE,Both ponds
fae,18,Core,TRUE,TRUE,TRUE,Both ponds
lspA_1,18,Core,TRUE,TRUE,TRUE,Both ponds
aaaT,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1653,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1652,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1651,18,Core,FALSE,TRUE,TRUE,Both ponds
fabA,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1642,18,Core,FALSE,TRUE,TRUE,Both ponds
uao,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1641,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1640,18,Core,FALSE,TRUE,TRUE,Both ponds
fecI_6,18,Core,TRUE,TRUE,TRUE,Both ponds
pagL,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1634,18,Core,FALSE,TRUE,TRUE,Both ponds
folK_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1633,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1630,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1629,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1628,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1627,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1626,18,Core,FALSE,TRUE,TRUE,Both ponds
gloA,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1625,18,Core,FALSE,TRUE,TRUE,Both ponds
yqjI,18,Core,TRUE,TRUE,TRUE,Both ponds
mrpA,18,Core,TRUE,TRUE,TRUE,Both ponds
papH,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1624,18,Core,FALSE,TRUE,TRUE,Both ponds
hscB,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1623,18,Core,FALSE,TRUE,TRUE,Both ponds
cobP,18,Core,TRUE,TRUE,TRUE,Both ponds
dsbB_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1617,18,Core,FALSE,TRUE,TRUE,Both ponds
kdsC,18,Core,TRUE,TRUE,TRUE,Both ponds
paoA,18,Core,TRUE,TRUE,TRUE,Both ponds
yrdA_1,18,Core,TRUE,TRUE,TRUE,Both ponds
ruvC,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1616,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1615,18,Core,FALSE,TRUE,TRUE,Both ponds
sttH_2,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1609,18,Core,FALSE,TRUE,TRUE,Both ponds
bamE,18,Core,TRUE,TRUE,TRUE,Both ponds
ssb,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1608,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1607,18,Core,FALSE,TRUE,TRUE,Both ponds
yceD,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1603,18,Core,FALSE,TRUE,TRUE,Both ponds
mtnD,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1602,18,Core,FALSE,TRUE,TRUE,Both ponds
tpd,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1596,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1595,18,Core,FALSE,TRUE,TRUE,Both ponds
rplF,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1594,18,Core,FALSE,TRUE,TRUE,Both ponds
atpH_1,18,Core,TRUE,TRUE,TRUE,Both ponds
rimM,18,Core,TRUE,TRUE,TRUE,Both ponds
dsbE,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1591,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1590,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1587,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1586,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1585,18,Core,FALSE,TRUE,TRUE,Both ponds
yceJ_2,18,Core,TRUE,TRUE,TRUE,Both ponds
C1hpah,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1584,18,Core,FALSE,TRUE,TRUE,Both ponds
rplE,18,Core,TRUE,TRUE,TRUE,Both ponds
def_1,18,Core,TRUE,TRUE,TRUE,Both ponds
moaB,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1583,18,Core,FALSE,TRUE,TRUE,Both ponds
chrR_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1582,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1579,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1578,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1577,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1576,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1575,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1574,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1573,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1572,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1571,18,Core,FALSE,TRUE,TRUE,Both ponds
yaeQ,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1565,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1564,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1563,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1562,18,Core,FALSE,TRUE,TRUE,Both ponds
yodB_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1561,18,Core,FALSE,TRUE,TRUE,Both ponds
folE_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1560,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1559,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1558,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1557,18,Core,FALSE,TRUE,TRUE,Both ponds
nuoI,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1553,18,Core,FALSE,TRUE,TRUE,Both ponds
smfA,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1552,18,Core,FALSE,TRUE,TRUE,Both ponds
nudC_1,18,Core,TRUE,TRUE,TRUE,Both ponds
btuE_1,18,Core,TRUE,TRUE,TRUE,Both ponds
apt,18,Core,TRUE,TRUE,TRUE,Both ponds
puuR,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1550,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1549,18,Core,FALSE,TRUE,TRUE,Both ponds
yyaP,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1547,18,Core,FALSE,TRUE,TRUE,Both ponds
yceJ_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1543,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1542,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1541,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1540,18,Core,FALSE,TRUE,TRUE,Both ponds
chrR_2,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1537,18,Core,FALSE,TRUE,TRUE,Both ponds
clpP_2,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1536,18,Core,FALSE,TRUE,TRUE,Both ponds
hpt,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1535,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1534,18,Core,FALSE,TRUE,TRUE,Both ponds
smrA,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1533,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1530,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1529,18,Core,FALSE,TRUE,TRUE,Both ponds
ccmM,18,Core,TRUE,TRUE,TRUE,Both ponds
yfkM,18,Core,TRUE,TRUE,TRUE,Both ponds
pgsA,18,Core,TRUE,TRUE,TRUE,Both ponds
regA,18,Core,TRUE,TRUE,TRUE,Both ponds
folE_3,18,Core,TRUE,TRUE,TRUE,Both ponds
smf1_2,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1528,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1527,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1526,18,Core,FALSE,TRUE,TRUE,Both ponds
grpE,18,Core,TRUE,TRUE,TRUE,Both ponds
ppa,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1525,18,Core,FALSE,TRUE,TRUE,Both ponds
folE_2,18,Core,TRUE,TRUE,TRUE,Both ponds
pglC,18,Core,TRUE,TRUE,TRUE,Both ponds
gcvR,18,Core,TRUE,TRUE,TRUE,Both ponds
sfnF,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1520,18,Core,FALSE,TRUE,TRUE,Both ponds
sutR_1,18,Core,TRUE,TRUE,TRUE,Both ponds
ampD,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1519,18,Core,FALSE,TRUE,TRUE,Both ponds
pnuC,18,Core,TRUE,TRUE,TRUE,Both ponds
ahpC_2,18,Core,TRUE,TRUE,TRUE,Both ponds
mntP,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1518,18,Core,FALSE,TRUE,TRUE,Both ponds
sttH_1,18,Core,TRUE,TRUE,TRUE,Both ponds
ppiA,18,Core,TRUE,TRUE,TRUE,Both ponds
ubiC,18,Core,TRUE,TRUE,TRUE,Both ponds
yceI_2,18,Core,TRUE,TRUE,TRUE,Both ponds
sctC_3,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1514,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1512,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1511,18,Core,FALSE,TRUE,TRUE,Both ponds
plsY,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1510,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1509,18,Core,FALSE,TRUE,TRUE,Both ponds
lptC,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1506,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1505,18,Core,FALSE,TRUE,TRUE,Both ponds
efp,18,Core,TRUE,TRUE,TRUE,Both ponds
hisZ_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1504,18,Core,FALSE,TRUE,TRUE,Both ponds
xpt,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1498,18,Core,FALSE,TRUE,TRUE,Both ponds
lptA,18,Core,TRUE,TRUE,TRUE,Both ponds
cobC,18,Core,TRUE,TRUE,TRUE,Both ponds
pdtaR,18,Core,TRUE,TRUE,TRUE,Both ponds
yceF,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1494,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1493,18,Core,FALSE,TRUE,TRUE,Both ponds
cobO_2,18,Core,TRUE,TRUE,TRUE,Both ponds
phnN,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1492,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1491,18,Core,FALSE,TRUE,TRUE,Both ponds
osmY_3,18,Core,TRUE,TRUE,TRUE,Both ponds
lemA_2,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1486,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1485,18,Core,FALSE,TRUE,TRUE,Both ponds
algU,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1484,18,Core,FALSE,TRUE,TRUE,Both ponds
sigW_2,18,Core,TRUE,TRUE,TRUE,Both ponds
nfuA,18,Core,TRUE,TRUE,TRUE,Both ponds
pth,18,Core,TRUE,TRUE,TRUE,Both ponds
yscL,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1481,18,Core,FALSE,TRUE,TRUE,Both ponds
gacA,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1480,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1479,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1478,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1477,18,Core,FALSE,TRUE,TRUE,Both ponds
betI_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1473,18,Core,FALSE,TRUE,TRUE,Both ponds
nudK,18,Core,TRUE,TRUE,TRUE,Both ponds
eamB_3,18,Core,TRUE,TRUE,TRUE,Both ponds
mupP_2,18,Core,TRUE,TRUE,TRUE,Both ponds
mucA,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1472,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1471,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1470,18,Core,FALSE,TRUE,TRUE,Both ponds
yebS,18,Core,TRUE,TRUE,TRUE,Both ponds
nsaD,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1460,18,Core,FALSE,TRUE,TRUE,Both ponds
mdaB,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1459,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1458,18,Core,FALSE,TRUE,TRUE,Both ponds
gmhA,18,Core,TRUE,TRUE,TRUE,Both ponds
tetC,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1455,18,Core,FALSE,TRUE,TRUE,Both ponds
rutE,18,Core,TRUE,TRUE,TRUE,Both ponds
trpG,18,Core,TRUE,TRUE,TRUE,Both ponds
betI_2,18,Core,TRUE,TRUE,TRUE,Both ponds
ssuE,18,Core,TRUE,TRUE,TRUE,Both ponds
yhdE,18,Core,TRUE,TRUE,TRUE,Both ponds
petA,18,Core,TRUE,TRUE,TRUE,Both ponds
yciB,18,Core,TRUE,TRUE,TRUE,Both ponds
sodB_1,18,Core,TRUE,TRUE,TRUE,Both ponds
yceI_1,18,Core,TRUE,TRUE,TRUE,Both ponds
rdgB,18,Core,TRUE,TRUE,TRUE,Both ponds
kefF_2,18,Core,TRUE,TRUE,TRUE,Both ponds
sigK_2,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1447,18,Core,FALSE,TRUE,TRUE,Both ponds
rplY,18,Core,TRUE,TRUE,TRUE,Both ponds
cheB_4,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1446,18,Core,FALSE,TRUE,TRUE,Both ponds
osmY_1,18,Core,TRUE,TRUE,TRUE,Both ponds
argO_1,18,Core,TRUE,TRUE,TRUE,Both ponds
gstB_3,18,Core,TRUE,TRUE,TRUE,Both ponds
COQ5_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1444,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1443,18,Core,FALSE,TRUE,TRUE,Both ponds
yohC,18,Core,TRUE,TRUE,TRUE,Both ponds
purN_3,18,Core,TRUE,TRUE,TRUE,Both ponds
yibF_2,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1442,18,Core,FALSE,TRUE,TRUE,Both ponds
ahpC_1,18,Core,TRUE,TRUE,TRUE,Both ponds
rplD,18,Core,TRUE,TRUE,TRUE,Both ponds
nudL,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1441,18,Core,FALSE,TRUE,TRUE,Both ponds
yfcG_1,18,Core,TRUE,TRUE,TRUE,Both ponds
azoR_1,18,Core,TRUE,TRUE,TRUE,Both ponds
recR,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1440,18,Core,FALSE,TRUE,TRUE,Both ponds
lptE,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1438,18,Core,FALSE,TRUE,TRUE,Both ponds
rutR_1,18,Core,TRUE,TRUE,TRUE,Both ponds
tesA,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1437,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1431,18,Core,FALSE,TRUE,TRUE,Both ponds
eamB_1,18,Core,TRUE,TRUE,TRUE,Both ponds
pigA,18,Core,TRUE,TRUE,TRUE,Both ponds
phnX_1,18,Core,TRUE,TRUE,TRUE,Both ponds
lexA_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1430,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1429,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1426,18,Core,FALSE,TRUE,TRUE,Both ponds
sodB_2,18,Core,TRUE,TRUE,TRUE,Both ponds
azoR1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1425,18,Core,FALSE,TRUE,TRUE,Both ponds
rutB_1,18,Core,TRUE,TRUE,TRUE,Both ponds
dinG_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1424,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1423,18,Core,FALSE,TRUE,TRUE,Both ponds
ruvA,18,Core,TRUE,TRUE,TRUE,Both ponds
lemA_1,18,Core,TRUE,TRUE,TRUE,Both ponds
cobO_1,18,Core,TRUE,TRUE,TRUE,Both ponds
leuD1_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1418,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1417,18,Core,FALSE,TRUE,TRUE,Both ponds
rhtB_6,18,Core,TRUE,TRUE,TRUE,Both ponds
nemR_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1416,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1415,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1414,18,Core,FALSE,TRUE,TRUE,Both ponds
rpoE_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1412,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1411,18,Core,FALSE,TRUE,TRUE,Both ponds
gstB_4,18,Core,TRUE,TRUE,TRUE,Both ponds
ynbA,18,Core,TRUE,TRUE,TRUE,Both ponds
glmU_1,18,Core,TRUE,TRUE,TRUE,Both ponds
lolB,18,Core,TRUE,TRUE,TRUE,Both ponds
lexA_3,18,Core,TRUE,TRUE,TRUE,Both ponds
sspA,18,Core,TRUE,TRUE,TRUE,Both ponds
ribA,18,Core,TRUE,TRUE,TRUE,Both ponds
fklB_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1410,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1409,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1408,18,Core,FALSE,TRUE,TRUE,Both ponds
rsmD,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1404,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1403,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1402,18,Core,FALSE,TRUE,TRUE,Both ponds
yedK_2,18,Core,TRUE,TRUE,TRUE,Both ponds
rhtB_5,18,Core,TRUE,TRUE,TRUE,Both ponds
leuE,18,Core,TRUE,TRUE,TRUE,Both ponds
rutR_3,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1401,18,Core,FALSE,TRUE,TRUE,Both ponds
rpsD,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1400,18,Core,FALSE,TRUE,TRUE,Both ponds
gmk,18,Core,TRUE,TRUE,TRUE,Both ponds
pqiA_1,18,Core,TRUE,TRUE,TRUE,Both ponds
hflD,18,Core,TRUE,TRUE,TRUE,Both ponds
lolA,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1397,18,Core,FALSE,TRUE,TRUE,Both ponds
eamB_2,18,Core,TRUE,TRUE,TRUE,Both ponds
coaE,18,Core,TRUE,TRUE,TRUE,Both ponds
gltF_2,18,Core,TRUE,TRUE,TRUE,Both ponds
gltF_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1396,18,Core,FALSE,TRUE,TRUE,Both ponds
kstR2,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1394,18,Core,FALSE,TRUE,TRUE,Both ponds
sutR_2,18,Core,TRUE,TRUE,TRUE,Both ponds
bvgA_4,18,Core,TRUE,TRUE,TRUE,Both ponds
dauR_1,18,Core,TRUE,TRUE,TRUE,Both ponds
rutR_4,18,Core,TRUE,TRUE,TRUE,Both ponds
rnc,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1393,18,Core,FALSE,TRUE,TRUE,Both ponds
cyoC,18,Core,TRUE,TRUE,TRUE,Both ponds
rhtB_3,18,Core,TRUE,TRUE,TRUE,Both ponds
gstB_1,18,Core,TRUE,TRUE,TRUE,Both ponds
sigK_1,18,Core,TRUE,TRUE,TRUE,Both ponds
rhtB_8,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1389,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1388,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1387,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1386,18,Core,FALSE,TRUE,TRUE,Both ponds
gltF_5,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1385,18,Core,FALSE,TRUE,TRUE,Both ponds
thiE_2,18,Core,TRUE,TRUE,TRUE,Both ponds
ubiX,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1383,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1382,18,Core,FALSE,TRUE,TRUE,Both ponds
uvrY,18,Core,TRUE,TRUE,TRUE,Both ponds
yibF_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1381,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1380,18,Core,FALSE,TRUE,TRUE,Both ponds
dapH_1,18,Core,TRUE,TRUE,TRUE,Both ponds
trpF,18,Core,TRUE,TRUE,TRUE,Both ponds
yfcF,18,Core,TRUE,TRUE,TRUE,Both ponds
rhtB_7,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1376,18,Core,FALSE,TRUE,TRUE,Both ponds
rhtC_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1375,18,Core,FALSE,TRUE,TRUE,Both ponds
bvgA_2,18,Core,TRUE,TRUE,TRUE,Both ponds
ycaC,18,Core,TRUE,TRUE,TRUE,Both ponds
gstB_2,18,Core,TRUE,TRUE,TRUE,Both ponds
ttgR,18,Core,TRUE,TRUE,TRUE,Both ponds
soxG,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1374,18,Core,FALSE,TRUE,TRUE,Both ponds
