time	Isolate	OD	Isolate2
10.5	CP12E	1.315	CP12E.1
11	CP12E	1.392	CP12E.1
11.5	CP12E	1.446	CP12E.1
12	CP12E	1.52	CP12E.1
12.5	CP12E	1.587	CP12E.1
13	CP12E	1.652	CP12E.1
13.5	CP12E	1.721	CP12E.1
14	CP12E	1.791	CP12E.1
14.5	CP12E	1.837	CP12E.1
15	CP12E	1.914	CP12E.1
15.5	CP12E	1.957	CP12E.1
16	CP12E	2.002	CP12E.1
16.5	CP12E	2.023	CP12E.1
17	CP12E	2.06	CP12E.1
17.5	CP12E	2.09	CP12E.1
18	CP12E	2.106	CP12E.1
18.5	CP12E	2.109	CP12E.1
19	CP12E	2.158	CP12E.1
19.5	CP12E	2.165	CP12E.1
20	CP12E	2.165	CP12E.1
20.5	CP12E	2.204	CP12E.1
21	CP12E	2.215	CP12E.1
21.5	CP12E	2.229	CP12E.1
22	CP12E	2.255	CP12E.1
22.5	CP12E	2.229	CP12E.1
23	CP12E	2.243	CP12E.1
23.5	CP12E	2.266	CP12E.1
24	CP12E	2.287	CP12E.1
24.5	CP12E	2.307	CP12E.1
25	CP12E	2.287	CP12E.1
25.5	CP12E	2.3	CP12E.1
26	CP12E	2.306	CP12E.1
26.5	CP12E	2.34	CP12E.1
27	CP12E	2.319	CP12E.1
27.5	CP12E	2.341	CP12E.1
28	CP12E	2.353	CP12E.1
28.5	CP12E	2.354	CP12E.1
29	CP12E	2.323	CP12E.1
29.5	CP12E	2.344	CP12E.1
30	CP12E	2.375	CP12E.1
30.5	CP12E	2.385	CP12E.1
31	CP12E	2.35	CP12E.1
31.5	CP12E	2.349	CP12E.1
32	CP12E	2.362	CP12E.1
32.5	CP12E	2.329	CP12E.1
33	CP12E	2.369	CP12E.1
33.5	CP12E	2.355	CP12E.1
34	CP12E	2.37	CP12E.1
34.5	CP12E	2.339	CP12E.1
35	CP12E	2.355	CP12E.1
35.5	CP12E	2.331	CP12E.1
36	CP12E	2.326	CP12E.1
0.5	CP15C	0.101	CP15C.1
1	CP15C	0.102	CP15C.1
1.5	CP15C	0.099	CP15C.1
2	CP15C	0.102	CP15C.1
2.5	CP15C	0.1	CP15C.1
3	CP15C	0.104	CP15C.1
3.5	CP15C	0.102	CP15C.1
4	CP15C	0.111	CP15C.1
4.5	CP15C	0.12	CP15C.1
5	CP15C	0.135	CP15C.1
5.5	CP15C	0.163	CP15C.1
6	CP15C	0.193	CP15C.1
6.5	CP15C	0.246	CP15C.1
7	CP15C	0.341	CP15C.1
7.5	CP15C	0.472	CP15C.1
8	CP15C	0.586	CP15C.1
8.5	CP15C	0.705	CP15C.1
9	CP15C	0.817	CP15C.1
9.5	CP15C	0.926	CP15C.1
10	CP15C	1.036	CP15C.1
10.5	CP15C	1.122	CP15C.1
11	CP15C	1.223	CP15C.1
11.5	CP15C	1.3	CP15C.1
12	CP15C	1.393	CP15C.1
12.5	CP15C	1.465	CP15C.1
13	CP15C	1.521	CP15C.1
13.5	CP15C	1.587	CP15C.1
14	CP15C	1.659	CP15C.1
14.5	CP15C	1.694	CP15C.1
15	CP15C	1.749	CP15C.1
15.5	CP15C	1.8	CP15C.1
16	CP15C	1.865	CP15C.1
16.5	CP15C	1.927	CP15C.1
17	CP15C	1.956	CP15C.1
17.5	CP15C	2.004	CP15C.1
18	CP15C	2.024	CP15C.1
18.5	CP15C	2.056	CP15C.1
19	CP15C	2.076	CP15C.1
19.5	CP15C	2.111	CP15C.1
20	CP15C	2.118	CP15C.1
20.5	CP15C	2.144	CP15C.1
21	CP15C	2.175	CP15C.1
21.5	CP15C	2.167	CP15C.1
22	CP15C	2.187	CP15C.1
22.5	CP15C	2.165	CP15C.1
23	CP15C	2.159	CP15C.1
23.5	CP15C	2.189	CP15C.1
24	CP15C	2.215	CP15C.1
24.5	CP15C	2.164	CP15C.1
25	CP15C	2.174	CP15C.1
25.5	CP15C	2.184	CP15C.1
26	CP15C	2.174	CP15C.1
26.5	CP15C	2.179	CP15C.1
27	CP15C	2.173	CP15C.1
27.5	CP15C	2.195	CP15C.1
28	CP15C	2.189	CP15C.1
28.5	CP15C	2.179	CP15C.1
29	CP15C	2.147	CP15C.1
29.5	CP15C	2.144	CP15C.1
30	CP15C	2.145	CP15C.1
30.5	CP15C	2.143	CP15C.1
31	CP15C	2.13	CP15C.1
31.5	CP15C	2.139	CP15C.1
32	CP15C	2.12	CP15C.1
32.5	CP15C	2.121	CP15C.1
33	CP15C	2.096	CP15C.1
33.5	CP15C	2.121	CP15C.1
34	CP15C	2.093	CP15C.1
34.5	CP15C	2.063	CP15C.1
35	CP15C	2.085	CP15C.1
35.5	CP15C	2.051	CP15C.1
36	CP15C	2.043	CP15C.1
0.5	CP19F2	0.091	CP19F2.1
1	CP19F2	0.09	CP19F2.1
1.5	CP19F2	0.09	CP19F2.1
2	CP19F2	0.091	CP19F2.1
2.5	CP19F2	0.091	CP19F2.1
3	CP19F2	0.093	CP19F2.1
3.5	CP19F2	0.092	CP19F2.1
4	CP19F2	0.094	CP19F2.1
4.5	CP19F2	0.094	CP19F2.1
5	CP19F2	0.105	CP19F2.1
5.5	CP19F2	0.113	CP19F2.1
6	CP19F2	0.115	CP19F2.1
6.5	CP19F2	0.127	CP19F2.1
7	CP19F2	0.162	CP19F2.1
7.5	CP19F2	0.224	CP19F2.1
8	CP19F2	0.292	CP19F2.1
8.5	CP19F2	0.367	CP19F2.1
9	CP19F2	0.483	CP19F2.1
9.5	CP19F2	0.6	CP19F2.1
10	CP19F2	0.716	CP19F2.1
10.5	CP19F2	0.836	CP19F2.1
11	CP19F2	0.973	CP19F2.1
11.5	CP19F2	1.081	CP19F2.1
12	CP19F2	1.186	CP19F2.1
12.5	CP19F2	1.287	CP19F2.1
13	CP19F2	1.413	CP19F2.1
13.5	CP19F2	1.468	CP19F2.1
14	CP19F2	1.515	CP19F2.1
14.5	CP19F2	1.547	CP19F2.1
15	CP19F2	1.61	CP19F2.1
15.5	CP19F2	1.642	CP19F2.1
16	CP19F2	1.676	CP19F2.1
16.5	CP19F2	1.722	CP19F2.1
17	CP19F2	1.759	CP19F2.1
17.5	CP19F2	1.81	CP19F2.1
18	CP19F2	1.857	CP19F2.1
18.5	CP19F2	1.882	CP19F2.1
19	CP19F2	1.968	CP19F2.1
19.5	CP19F2	1.975	CP19F2.1
20	CP19F2	2.001	CP19F2.1
20.5	CP19F2	2.029	CP19F2.1
21	CP19F2	2.087	CP19F2.1
21.5	CP19F2	2.101	CP19F2.1
22	CP19F2	2.146	CP19F2.1
22.5	CP19F2	2.105	CP19F2.1
23	CP19F2	2.129	CP19F2.1
23.5	CP19F2	2.141	CP19F2.1
24	CP19F2	2.175	CP19F2.1
24.5	CP19F2	2.196	CP19F2.1
25	CP19F2	2.178	CP19F2.1
25.5	CP19F2	2.177	CP19F2.1
26	CP19F2	2.174	CP19F2.1
26.5	CP19F2	2.175	CP19F2.1
27	CP19F2	2.187	CP19F2.1
27.5	CP19F2	2.193	CP19F2.1
28	CP19F2	2.203	CP19F2.1
28.5	CP19F2	2.219	CP19F2.1
29	CP19F2	2.183	CP19F2.1
29.5	CP19F2	2.183	CP19F2.1
30	CP19F2	2.197	CP19F2.1
30.5	CP19F2	2.194	CP19F2.1
31	CP19F2	2.192	CP19F2.1
31.5	CP19F2	2.193	CP19F2.1
32	CP19F2	2.173	CP19F2.1
32.5	CP19F2	2.176	CP19F2.1
33	CP19F2	2.184	CP19F2.1
33.5	CP19F2	2.179	CP19F2.1
34	CP19F2	2.173	CP19F2.1
34.5	CP19F2	2.162	CP19F2.1
35	CP19F2	2.183	CP19F2.1
35.5	CP19F2	2.165	CP19F2.1
36	CP19F2	2.17	CP19F2.1
0.5	CP20G1	0.102	CP20G1.1
1	CP20G1	0.102	CP20G1.1
1.5	CP20G1	0.103	CP20G1.1
2	CP20G1	0.109	CP20G1.1
2.5	CP20G1	0.116	CP20G1.1
3	CP20G1	0.127	CP20G1.1
3.5	CP20G1	0.142	CP20G1.1
4	CP20G1	0.154	CP20G1.1
4.5	CP20G1	0.182	CP20G1.1
5	CP20G1	0.247	CP20G1.1
5.5	CP20G1	0.33	CP20G1.1
6	CP20G1	0.454	CP20G1.1
6.5	CP20G1	0.528	CP20G1.1
7	CP20G1	0.671	CP20G1.1
7.5	CP20G1	0.81	CP20G1.1
8	CP20G1	0.907	CP20G1.1
8.5	CP20G1	1.035	CP20G1.1
9	CP20G1	1.151	CP20G1.1
9.5	CP20G1	1.264	CP20G1.1
10	CP20G1	1.324	CP20G1.1
10.5	CP20G1	1.457	CP20G1.1
11	CP20G1	1.515	CP20G1.1
11.5	CP20G1	1.555	CP20G1.1
12	CP20G1	1.617	CP20G1.1
12.5	CP20G1	1.67	CP20G1.1
13	CP20G1	1.711	CP20G1.1
13.5	CP20G1	1.765	CP20G1.1
14	CP20G1	1.793	CP20G1.1
14.5	CP20G1	1.847	CP20G1.1
15	CP20G1	1.917	CP20G1.1
15.5	CP20G1	1.948	CP20G1.1
16	CP20G1	1.982	CP20G1.1
16.5	CP20G1	2.023	CP20G1.1
17	CP20G1	2.038	CP20G1.1
17.5	CP20G1	2.054	CP20G1.1
18	CP20G1	2.095	CP20G1.1
18.5	CP20G1	2.111	CP20G1.1
19	CP20G1	2.121	CP20G1.1
19.5	CP20G1	2.145	CP20G1.1
20	CP20G1	2.157	CP20G1.1
20.5	CP20G1	2.165	CP20G1.1
21	CP20G1	2.19	CP20G1.1
21.5	CP20G1	2.203	CP20G1.1
22	CP20G1	2.215	CP20G1.1
22.5	CP20G1	2.173	CP20G1.1
23	CP20G1	2.178	CP20G1.1
23.5	CP20G1	2.208	CP20G1.1
24	CP20G1	2.202	CP20G1.1
24.5	CP20G1	2.216	CP20G1.1
25	CP20G1	2.209	CP20G1.1
25.5	CP20G1	2.228	CP20G1.1
26	CP20G1	2.21	CP20G1.1
26.5	CP20G1	2.192	CP20G1.1
27	CP20G1	2.214	CP20G1.1
27.5	CP20G1	2.217	CP20G1.1
28	CP20G1	2.217	CP20G1.1
28.5	CP20G1	2.213	CP20G1.1
29	CP20G1	2.187	CP20G1.1
29.5	CP20G1	2.192	CP20G1.1
30	CP20G1	2.207	CP20G1.1
30.5	CP20G1	2.174	CP20G1.1
31	CP20G1	2.175	CP20G1.1
31.5	CP20G1	2.176	CP20G1.1
32	CP20G1	2.168	CP20G1.1
32.5	CP20G1	2.166	CP20G1.1
33	CP20G1	2.153	CP20G1.1
33.5	CP20G1	2.177	CP20G1.1
34	CP20G1	2.131	CP20G1.1
34.5	CP20G1	2.103	CP20G1.1
35	CP20G1	2.136	CP20G1.1
35.5	CP20G1	2.112	CP20G1.1
36	CP20G1	2.126	CP20G1.1
0.5	CP2A	0.088	CP2A.1
1	CP2A	0.087	CP2A.1
1.5	CP2A	0.086	CP2A.1
2	CP2A	0.087	CP2A.1
2.5	CP2A	0.087	CP2A.1
3	CP2A	0.09	CP2A.1
3.5	CP2A	0.095	CP2A.1
4	CP2A	0.089	CP2A.1
4.5	CP2A	0.088	CP2A.1
5	CP2A	0.113	CP2A.1
5.5	CP2A	0.125	CP2A.1
6	CP2A	0.136	CP2A.1
6.5	CP2A	0.149	CP2A.1
7	CP2A	0.156	CP2A.1
7.5	CP2A	0.157	CP2A.1
8	CP2A	0.124	CP2A.1
8.5	CP2A	0.15	CP2A.1
9	CP2A	0.192	CP2A.1
9.5	CP2A	0.245	CP2A.1
10	CP2A	0.31	CP2A.1
10.5	CP2A	0.382	CP2A.1
11	CP2A	0.433	CP2A.1
11.5	CP2A	0.531	CP2A.1
12	CP2A	0.618	CP2A.1
12.5	CP2A	0.739	CP2A.1
13	CP2A	0.815	CP2A.1
13.5	CP2A	0.895	CP2A.1
14	CP2A	1.003	CP2A.1
14.5	CP2A	1.102	CP2A.1
15	CP2A	1.221	CP2A.1
15.5	CP2A	1.324	CP2A.1
16	CP2A	1.426	CP2A.1
16.5	CP2A	1.514	CP2A.1
17	CP2A	1.544	CP2A.1
17.5	CP2A	1.611	CP2A.1
18	CP2A	1.584	CP2A.1
18.5	CP2A	1.631	CP2A.1
19	CP2A	1.669	CP2A.1
19.5	CP2A	1.712	CP2A.1
20	CP2A	1.737	CP2A.1
20.5	CP2A	1.757	CP2A.1
21	CP2A	1.806	CP2A.1
21.5	CP2A	1.817	CP2A.1
22	CP2A	1.869	CP2A.1
22.5	CP2A	1.905	CP2A.1
23	CP2A	1.893	CP2A.1
23.5	CP2A	1.894	CP2A.1
24	CP2A	1.928	CP2A.1
24.5	CP2A	1.932	CP2A.1
25	CP2A	1.97	CP2A.1
25.5	CP2A	1.984	CP2A.1
26	CP2A	1.995	CP2A.1
26.5	CP2A	2.004	CP2A.1
27	CP2A	2.067	CP2A.1
27.5	CP2A	2.074	CP2A.1
28	CP2A	2.086	CP2A.1
28.5	CP2A	2.112	CP2A.1
29	CP2A	2.058	CP2A.1
29.5	CP2A	2.072	CP2A.1
30	CP2A	2.078	CP2A.1
30.5	CP2A	2.082	CP2A.1
31	CP2A	2.078	CP2A.1
31.5	CP2A	2.067	CP2A.1
32	CP2A	2.061	CP2A.1
32.5	CP2A	2.077	CP2A.1
33	CP2A	2.078	CP2A.1
33.5	CP2A	2.088	CP2A.1
34	CP2A	2.093	CP2A.1
34.5	CP2A	2.079	CP2A.1
35	CP2A	2.087	CP2A.1
35.5	CP2A	2.076	CP2A.1
36	CP2A	2.095	CP2A.1
0.5	CP5A	0.097	CP5A.1
1	CP5A	0.098	CP5A.1
1.5	CP5A	0.099	CP5A.1
2	CP5A	0.102	CP5A.1
2.5	CP5A	0.106	CP5A.1
3	CP5A	0.11	CP5A.1
3.5	CP5A	0.121	CP5A.1
4	CP5A	0.117	CP5A.1
4.5	CP5A	0.126	CP5A.1
5	CP5A	0.157	CP5A.1
5.5	CP5A	0.181	CP5A.1
6	CP5A	0.214	CP5A.1
6.5	CP5A	0.254	CP5A.1
7	CP5A	0.299	CP5A.1
7.5	CP5A	0.357	CP5A.1
8	CP5A	0.397	CP5A.1
8.5	CP5A	0.427	CP5A.1
9	CP5A	0.534	CP5A.1
9.5	CP5A	0.626	CP5A.1
10	CP5A	0.69	CP5A.1
10.5	CP5A	0.863	CP5A.1
11	CP5A	0.908	CP5A.1
11.5	CP5A	1.021	CP5A.1
12	CP5A	1.126	CP5A.1
12.5	CP5A	1.254	CP5A.1
13	CP5A	1.389	CP5A.1
13.5	CP5A	1.453	CP5A.1
14	CP5A	1.517	CP5A.1
14.5	CP5A	1.572	CP5A.1
15	CP5A	1.65	CP5A.1
15.5	CP5A	1.715	CP5A.1
16	CP5A	1.911	CP5A.1
16.5	CP5A	1.963	CP5A.1
17	CP5A	1.894	CP5A.1
17.5	CP5A	2.055	CP5A.1
18	CP5A	1.979	CP5A.1
18.5	CP5A	2.025	CP5A.1
19	CP5A	2.092	CP5A.1
19.5	CP5A	2.093	CP5A.1
20	CP5A	2.116	CP5A.1
20.5	CP5A	2.174	CP5A.1
21	CP5A	2.23	CP5A.1
21.5	CP5A	2.219	CP5A.1
22	CP5A	2.266	CP5A.1
22.5	CP5A	2.317	CP5A.1
23	CP5A	2.273	CP5A.1
23.5	CP5A	2.289	CP5A.1
24	CP5A	2.312	CP5A.1
24.5	CP5A	2.325	CP5A.1
25	CP5A	2.364	CP5A.1
25.5	CP5A	2.336	CP5A.1
26	CP5A	2.455	CP5A.1
26.5	CP5A	2.443	CP5A.1
27	CP5A	2.404	CP5A.1
27.5	CP5A	2.525	CP5A.1
28	CP5A	2.473	CP5A.1
28.5	CP5A	2.481	CP5A.1
29	CP5A	2.378	CP5A.1
29.5	CP5A	2.447	CP5A.1
30	CP5A	2.466	CP5A.1
30.5	CP5A	2.472	CP5A.1
31	CP5A	2.546	CP5A.1
31.5	CP5A	2.482	CP5A.1
32	CP5A	2.44	CP5A.1
32.5	CP5A	2.503	CP5A.1
33	CP5A	2.448	CP5A.1
33.5	CP5A	2.55	CP5A.1
34	CP5A	2.426	CP5A.1
34.5	CP5A	2.455	CP5A.1
35	CP5A	2.436	CP5A.1
35.5	CP5A	2.422	CP5A.1
36	CP5A	2.434	CP5A.1
0.5	CP6A	0.089	CP6A.1
1	CP6A	0.085	CP6A.1
1.5	CP6A	0.084	CP6A.1
2	CP6A	0.088	CP6A.1
2.5	CP6A	0.088	CP6A.1
3	CP6A	0.098	CP6A.1
3.5	CP6A	0.101	CP6A.1
4	CP6A	0.102	CP6A.1
4.5	CP6A	0.108	CP6A.1
5	CP6A	0.128	CP6A.1
5.5	CP6A	0.145	CP6A.1
6	CP6A	0.156	CP6A.1
6.5	CP6A	0.167	CP6A.1
7	CP6A	0.174	CP6A.1
7.5	CP6A	0.179	CP6A.1
8	CP6A	0.183	CP6A.1
8.5	CP6A	0.188	CP6A.1
9	CP6A	0.198	CP6A.1
9.5	CP6A	0.213	CP6A.1
10	CP6A	0.233	CP6A.1
10.5	CP6A	0.271	CP6A.1
11	CP6A	0.321	CP6A.1
11.5	CP6A	0.382	CP6A.1
12	CP6A	0.464	CP6A.1
12.5	CP6A	0.547	CP6A.1
13	CP6A	0.626	CP6A.1
13.5	CP6A	0.704	CP6A.1
14	CP6A	0.789	CP6A.1
14.5	CP6A	0.872	CP6A.1
15	CP6A	0.972	CP6A.1
15.5	CP6A	1.091	CP6A.1
16	CP6A	1.199	CP6A.1
16.5	CP6A	1.312	CP6A.1
17	CP6A	1.42	CP6A.1
17.5	CP6A	1.498	CP6A.1
18	CP6A	1.568	CP6A.1
18.5	CP6A	1.629	CP6A.1
19	CP6A	1.71	CP6A.1
19.5	CP6A	1.768	CP6A.1
20	CP6A	1.834	CP6A.1
20.5	CP6A	1.909	CP6A.1
21	CP6A	1.959	CP6A.1
21.5	CP6A	2.006	CP6A.1
22	CP6A	2.055	CP6A.1
22.5	CP6A	2.087	CP6A.1
23	CP6A	2.115	CP6A.1
23.5	CP6A	2.163	CP6A.1
24	CP6A	2.21	CP6A.1
24.5	CP6A	2.248	CP6A.1
25	CP6A	2.242	CP6A.1
25.5	CP6A	2.262	CP6A.1
26	CP6A	2.28	CP6A.1
26.5	CP6A	2.269	CP6A.1
27	CP6A	2.333	CP6A.1
27.5	CP6A	2.331	CP6A.1
28	CP6A	2.349	CP6A.1
28.5	CP6A	2.384	CP6A.1
29	CP6A	2.34	CP6A.1
29.5	CP6A	2.341	CP6A.1
30	CP6A	2.384	CP6A.1
30.5	CP6A	2.376	CP6A.1
31	CP6A	2.361	CP6A.1
31.5	CP6A	2.375	CP6A.1
32	CP6A	2.391	CP6A.1
32.5	CP6A	2.364	CP6A.1
33	CP6A	2.335	CP6A.1
33.5	CP6A	2.373	CP6A.1
34	CP6A	2.354	CP6A.1
34.5	CP6A	2.308	CP6A.1
35	CP6A	2.368	CP6A.1
35.5	CP6A	2.32	CP6A.1
36	CP6A	2.355	CP6A.1
0.5	630A	0.117	630A.1
1	630A	0.147	630A.1
1.5	630A	0.152	630A.1
2	630A	0.161	630A.1
2.5	630A	0.18	630A.1
3	630A	0.207	630A.1
3.5	630A	0.237	630A.1
4	630A	0.278	630A.1
4.5	630A	0.351	630A.1
5	630A	0.443	630A.1
5.5	630A	0.553	630A.1
6	630A	0.67	630A.1
6.5	630A	0.766	630A.1
7	630A	0.901	630A.1
7.5	630A	1.032	630A.1
8	630A	1.114	630A.1
8.5	630A	1.205	630A.1
9	630A	1.315	630A.1
9.5	630A	1.376	630A.1
10	630A	1.443	630A.1
10.5	630A	1.509	630A.1
11	630A	1.563	630A.1
11.5	630A	1.595	630A.1
12	630A	1.657	630A.1
12.5	630A	1.708	630A.1
13	630A	1.752	630A.1
13.5	630A	1.849	630A.1
14	630A	1.873	630A.1
14.5	630A	1.891	630A.1
15	630A	1.936	630A.1
15.5	630A	1.946	630A.1
16	630A	2.003	630A.1
16.5	630A	2.029	630A.1
17	630A	2.044	630A.1
17.5	630A	2.071	630A.1
18	630A	2.104	630A.1
18.5	630A	2.117	630A.1
19	630A	2.128	630A.1
19.5	630A	2.133	630A.1
20	630A	2.142	630A.1
20.5	630A	2.172	630A.1
21	630A	2.185	630A.1
21.5	630A	2.197	630A.1
22	630A	2.22	630A.1
22.5	630A	2.197	630A.1
23	630A	2.191	630A.1
23.5	630A	2.212	630A.1
24	630A	2.271	630A.1
24.5	630A	2.237	630A.1
25	630A	2.242	630A.1
25.5	630A	2.256	630A.1
26	630A	2.222	630A.1
26.5	630A	2.233	630A.1
27	630A	2.267	630A.1
27.5	630A	2.258	630A.1
28	630A	2.209	630A.1
28.5	630A	2.253	630A.1
29	630A	2.19	630A.1
29.5	630A	2.205	630A.1
30	630A	2.236	630A.1
30.5	630A	2.224	630A.1
31	630A	2.208	630A.1
31.5	630A	2.211	630A.1
32	630A	2.18	630A.1
32.5	630A	2.162	630A.1
33	630A	2.185	630A.1
33.5	630A	2.155	630A.1
34	630A	2.15	630A.1
34.5	630A	2.129	630A.1
35	630A	2.102	630A.1
35.5	630A	2.105	630A.1
36	630A	2.084	630A.1
0.5	CP12E	0.097	CP12E.1
1	CP12E	0.091	CP12E.1
1.5	CP12E	0.091	CP12E.1
2	CP12E	0.092	CP12E.1
2.5	CP12E	0.092	CP12E.1
3	CP12E	0.102	CP12E.1
3.5	CP12E	0.116	CP12E.1
4	CP12E	0.114	CP12E.1
4.5	CP12E	0.134	CP12E.1
5	CP12E	0.198	CP12E.1
5.5	CP12E	0.257	CP12E.1
6	CP12E	0.341	CP12E.1
6.5	CP12E	0.455	CP12E.1
7	CP12E	0.615	CP12E.1
7.5	CP12E	0.774	CP12E.1
8	CP12E	0.894	CP12E.1
8.5	CP12E	0.995	CP12E.1
9	CP12E	1.069	CP12E.1
9.5	CP12E	1.149	CP12E.1
10	CP12E	1.228	CP12E.1
10.5	CP12E	1.32	CP12E.1
11	CP12E	1.406	CP12E.1
11.5	CP12E	1.471	CP12E.1
12	CP12E	1.548	CP12E.1
12.5	CP12E	1.604	CP12E.1
13	CP12E	1.687	CP12E.1
13.5	CP12E	1.757	CP12E.1
14	CP12E	1.812	CP12E.1
14.5	CP12E	1.891	CP12E.1
15	CP12E	1.948	CP12E.1
15.5	CP12E	2.01	CP12E.1
16	CP12E	2.037	CP12E.1
16.5	CP12E	2.081	CP12E.1
17	CP12E	2.085	CP12E.1
17.5	CP12E	2.123	CP12E.1
18	CP12E	2.123	CP12E.1
18.5	CP12E	2.167	CP12E.1
19	CP12E	2.199	CP12E.1
19.5	CP12E	2.178	CP12E.1
20	CP12E	2.217	CP12E.1
20.5	CP12E	2.233	CP12E.1
21	CP12E	2.284	CP12E.1
21.5	CP12E	2.269	CP12E.1
22	CP12E	2.267	CP12E.1
22.5	CP12E	2.275	CP12E.1
23	CP12E	2.262	CP12E.1
23.5	CP12E	2.295	CP12E.1
24	CP12E	2.362	CP12E.1
24.5	CP12E	2.325	CP12E.1
25	CP12E	2.35	CP12E.1
25.5	CP12E	2.324	CP12E.1
26	CP12E	2.357	CP12E.1
26.5	CP12E	2.361	CP12E.1
27	CP12E	2.386	CP12E.1
27.5	CP12E	2.397	CP12E.1
28	CP12E	2.384	CP12E.1
28.5	CP12E	2.43	CP12E.1
29	CP12E	2.395	CP12E.1
29.5	CP12E	2.402	CP12E.1
30	CP12E	2.438	CP12E.1
30.5	CP12E	2.405	CP12E.1
31	CP12E	2.419	CP12E.1
31.5	CP12E	2.448	CP12E.1
32	CP12E	2.419	CP12E.1
32.5	CP12E	2.409	CP12E.1
33	CP12E	2.397	CP12E.1
33.5	CP12E	2.438	CP12E.1
34	CP12E	2.398	CP12E.1
34.5	CP12E	2.386	CP12E.1
35	CP12E	2.422	CP12E.1
35.5	CP12E	2.376	CP12E.1
36	CP12E	2.387	CP12E.1
0.5	CP15C	0.108	CP15C.1
1	CP15C	0.103	CP15C.1
1.5	CP15C	0.104	CP15C.1
2	CP15C	0.101	CP15C.1
2.5	CP15C	0.102	CP15C.1
3	CP15C	0.106	CP15C.1
3.5	CP15C	0.108	CP15C.1
4	CP15C	0.114	CP15C.1
4.5	CP15C	0.124	CP15C.1
5	CP15C	0.144	CP15C.1
5.5	CP15C	0.172	CP15C.1
6	CP15C	0.197	CP15C.1
6.5	CP15C	0.253	CP15C.1
7	CP15C	0.343	CP15C.1
7.5	CP15C	0.469	CP15C.1
8	CP15C	0.59	CP15C.1
8.5	CP15C	0.676	CP15C.1
9	CP15C	0.761	CP15C.1
9.5	CP15C	0.881	CP15C.1
10	CP15C	0.985	CP15C.1
10.5	CP15C	1.09	CP15C.1
11	CP15C	1.196	CP15C.1
11.5	CP15C	1.267	CP15C.1
12	CP15C	1.377	CP15C.1
12.5	CP15C	1.412	CP15C.1
13	CP15C	1.48	CP15C.1
13.5	CP15C	1.554	CP15C.1
14	CP15C	1.615	CP15C.1
14.5	CP15C	1.66	CP15C.1
15	CP15C	1.698	CP15C.1
15.5	CP15C	1.757	CP15C.1
16	CP15C	1.792	CP15C.1
16.5	CP15C	1.861	CP15C.1
17	CP15C	1.909	CP15C.1
17.5	CP15C	1.959	CP15C.1
18	CP15C	1.977	CP15C.1
18.5	CP15C	2.015	CP15C.1
19	CP15C	2.037	CP15C.1
19.5	CP15C	2.058	CP15C.1
20	CP15C	2.078	CP15C.1
20.5	CP15C	2.084	CP15C.1
21	CP15C	2.105	CP15C.1
21.5	CP15C	2.112	CP15C.1
22	CP15C	2.152	CP15C.1
22.5	CP15C	2.134	CP15C.1
23	CP15C	2.12	CP15C.1
23.5	CP15C	2.156	CP15C.1
24	CP15C	2.159	CP15C.1
24.5	CP15C	2.142	CP15C.1
25	CP15C	2.144	CP15C.1
25.5	CP15C	2.131	CP15C.1
26	CP15C	2.138	CP15C.1
26.5	CP15C	2.136	CP15C.1
27	CP15C	2.123	CP15C.1
27.5	CP15C	2.127	CP15C.1
28	CP15C	2.144	CP15C.1
28.5	CP15C	2.157	CP15C.1
29	CP15C	2.122	CP15C.1
29.5	CP15C	2.105	CP15C.1
30	CP15C	2.124	CP15C.1
30.5	CP15C	2.109	CP15C.1
31	CP15C	2.093	CP15C.1
31.5	CP15C	2.106	CP15C.1
32	CP15C	2.096	CP15C.1
32.5	CP15C	2.088	CP15C.1
33	CP15C	2.079	CP15C.1
33.5	CP15C	2.083	CP15C.1
34	CP15C	2.059	CP15C.1
34.5	CP15C	2.039	CP15C.1
35	CP15C	2.058	CP15C.1
35.5	CP15C	2.034	CP15C.1
36	CP15C	2.018	CP15C.1
0.5	CP19F2	0.094	CP19F2.1
1	CP19F2	0.094	CP19F2.1
1.5	CP19F2	0.094	CP19F2.1
2	CP19F2	0.094	CP19F2.1
2.5	CP19F2	0.095	CP19F2.1
3	CP19F2	0.099	CP19F2.1
3.5	CP19F2	0.107	CP19F2.1
4	CP19F2	0.097	CP19F2.1
4.5	CP19F2	0.102	CP19F2.1
5	CP19F2	0.127	CP19F2.1
5.5	CP19F2	0.139	CP19F2.1
6	CP19F2	0.154	CP19F2.1
6.5	CP19F2	0.179	CP19F2.1
7	CP19F2	0.22	CP19F2.1
7.5	CP19F2	0.242	CP19F2.1
8	CP19F2	0.315	CP19F2.1
8.5	CP19F2	0.417	CP19F2.1
9	CP19F2	0.539	CP19F2.1
9.5	CP19F2	0.666	CP19F2.1
10	CP19F2	0.768	CP19F2.1
10.5	CP19F2	0.942	CP19F2.1
11	CP19F2	1.042	CP19F2.1
11.5	CP19F2	1.142	CP19F2.1
12	CP19F2	1.248	CP19F2.1
12.5	CP19F2	1.362	CP19F2.1
13	CP19F2	1.461	CP19F2.1
13.5	CP19F2	1.496	CP19F2.1
14	CP19F2	1.548	CP19F2.1
14.5	CP19F2	1.585	CP19F2.1
15	CP19F2	1.648	CP19F2.1
15.5	CP19F2	1.691	CP19F2.1
16	CP19F2	1.73	CP19F2.1
